query_id,semantic_similarity,recency_days,engagement_score,term_overlap,time_of_day_match,relevance
134,0.4382,45.51,5.83,0.1555,0.5686,0.3983
49,0.7767,36.01,21.5,0.3253,0.6948,0.56
126,0.6688,17.96,12.57,0.2624,0.5147,0.639
37,0.9138,13.31,73.02,0.4853,0.5526,0.7797
147,0.8186,32.2,19.15,0.2206,0.822,0.7641
83,0.5851,2.29,59.15,0.3999,0.4548,0.6603
122,0.715,9.0,25.9,0.235,0.2407,0.6551
101,0.9031,14.21,12.07,0.2635,0.4949,0.6523
5,0.4185,10.65,38.59,0.1461,0.6139,0.532
71,0.3872,7.5,22.74,0.2925,0.523,0.5202
148,0.471,41.24,20.95,0.3614,0.3561,0.493
62,0.9225,2.58,32.82,0.3899,0.5903,0.7011
57,0.7782,74.81,9.7,0.0685,0.299,0.4718
120,0.6982,4.93,12.74,0.4899,0.3094,0.5134
60,0.4891,0.66,33.75,0.3626,0.5644,0.5743
91,0.8389,29.69,10.09,0.5377,0.795,0.7045
59,0.4845,53.65,6.27,0.4395,0.7005,0.5053
4,0.6201,59.71,13.26,0.1612,0.0835,0.4897
75,0.4736,71.58,20.93,0.2444,0.6578,0.3882
191,0.6799,11.7,49.44,0.3022,0.5698,0.5982
69,0.9634,13.22,19.43,0.4368,0.5908,0.7071
68,0.6252,45.92,26.36,0.0481,0.1934,0.419
33,0.7018,46.04,7.68,0.4146,0.5204,0.5404
132,0.5796,91.29,9.66,0.0534,0.9103,0.4326
50,0.5293,18.94,12.35,0.8328,0.5167,0.5849
6,0.6921,0.37,11.13,0.0448,0.7648,0.5642
68,0.8237,11.1,14.04,0.44,0.9093,0.7298
157,0.9033,43.89,29.43,0.4738,0.4246,0.6527
118,0.7822,53.49,53.01,0.2948,0.7727,0.6759
44,0.7604,2.71,21.96,0.4626,0.4564,0.6769
174,0.4613,25.42,10.73,0.2624,0.3012,0.3489
67,0.4049,16.72,35.87,0.0409,0.6267,0.3949
15,0.5913,72.1,15.31,0.2309,0.4724,0.4651
148,0.6762,2.71,17.58,0.5503,0.3189,0.6485
185,0.5564,5.37,5.7,0.3276,0.6038,0.473
19,0.8169,8.21,4.5,0.584,0.5304,0.6464
7,0.6552,44.8,38.85,0.1772,0.5018,0.5386
108,0.496,8.85,64.77,0.3464,0.5411,0.5694
65,0.5034,70.22,27.66,0.1568,0.5635,0.4299
72,0.715,8.96,4.32,0.601,0.7918,0.6606
193,0.9134,20.23,19.26,0.1026,0.4974,0.7612
183,0.7304,41.11,3.88,0.0922,0.338,0.5184
21,0.7987,16.56,4.37,0.2641,0.2862,0.5526
24,0.4046,10.14,5.95,0.261,0.8063,0.3399
60,0.6291,6.83,7.26,0.2708,0.1672,0.6081
181,0.6195,24.83,17.1,0.303,0.3025,0.4971
123,0.4851,38.16,16.31,0.2683,0.4166,0.4515
60,0.8831,96.65,36.92,0.0593,0.6056,0.5354
91,0.9139,34.5,30.58,0.5868,0.6939,0.7348
151,0.669,21.57,6.86,0.0544,0.3202,0.4749
160,0.5546,43.19,10.76,0.254,0.3384,0.4584
183,0.6262,69.62,58.87,0.2787,0.2411,0.4848
135,0.5094,32.99,10.24,0.1662,0.3803,0.4462
98,0.7073,20.1,37.01,0.1961,0.4188,0.5943
61,0.4888,11.26,16.02,0.3708,0.6722,0.5031
138,0.4725,2.4,8.49,0.0566,0.7105,0.4492
108,0.5381,62.66,60.12,0.4918,0.8308,0.5612
13,0.5736,70.71,21.0,0.3213,0.3444,0.4909
24,0.5541,6.0,21.97,0.1976,0.7639,0.4952
157,0.6204,52.65,4.59,0.0683,0.7783,0.4014
61,0.7081,45.23,10.64,0.03,0.6815,0.4846
34,0.6629,78.92,46.2,0.3482,0.5711,0.5702
165,0.8751,2.25,17.97,0.0454,0.5834,0.5893
132,0.6152,12.93,18.52,0.0773,0.5746,0.4539
140,0.3544,39.12,16.61,0.0831,0.1755,0.3318
126,0.6854,13.86,16.88,0.33,0.2748,0.6452
89,1.0,103.88,17.25,0.2798,0.507,0.6125
183,0.8293,15.15,13.13,0.1416,0.9244,0.6203
137,0.5477,1.37,2.66,0.2912,0.7796,0.464
52,0.2893,3.66,1.69,0.2992,0.2609,0.3827
5,0.4159,21.55,10.55,0.2347,0.2774,0.4135
51,0.8723,18.88,13.25,0.4991,0.8871,0.7005
150,0.554,4.7,2.14,0.6455,0.1366,0.5528
14,0.8938,34.55,46.01,0.5105,0.2934,0.7109
117,0.9047,25.62,12.73,0.1788,0.641,0.6545
65,0.3961,1.92,11.98,0.0881,0.4596,0.3792
154,0.5068,9.72,17.86,0.1656,0.786,0.5346
48,0.7154,54.7,12.67,0.1118,0.3862,0.5457
83,0.8262,22.88,4.28,0.1311,0.8322,0.6797
199,0.7544,26.47,46.79,0.6133,0.2826,0.7352
95,0.9072,61.68,8.19,0.1077,0.5648,0.6466
128,0.8546,13.79,40.77,0.0794,0.8872,0.6016
196,0.4695,165.33,5.45,0.2765,0.202,0.2809
115,0.711,93.78,29.26,0.4189,0.5261,0.5596
30,0.4944,26.0,15.64,0.4699,0.7375,0.5188
105,0.4197,7.09,23.86,0.5706,0.6874,0.5417
87,0.8608,30.84,2.83,0.1391,0.8692,0.6264
163,0.5891,49.81,11.27,0.4851,0.4781,0.5146
7,0.5483,13.76,2.28,0.1241,0.9629,0.4977
92,0.6916,41.44,40.69,0.3559,0.5889,0.5335
194,0.5749,83.33,14.44,0.1497,0.6233,0.4862
82,0.5072,1.08,56.76,0.2671,0.3461,0.6623
123,0.8769,15.92,17.79,0.2543,0.1605,0.5599
15,0.8251,66.53,13.61,0.2275,0.6474,0.5811
129,0.9233,63.33,1.36,0.548,0.4611,0.5974
169,0.6049,9.22,11.22,0.3467,0.8028,0.5426
150,0.4835,12.37,5.19,0.0594,0.3593,0.3807
97,0.4721,59.18,37.3,0.4592,0.3069,0.4801
199,0.4109,10.09,39.62,0.0237,0.1005,0.3836
148,0.8374,35.66,11.24,0.0791,0.4139,0.5818
65,0.8524,5.36,27.09,0.1144,0.7538,0.7255
121,0.8774,23.21,20.08,0.5188,0.4265,0.6788
28,0.4628,4.38,5.5,0.2434,0.6541,0.4212
129,0.413,10.34,33.12,0.1837,0.687,0.4552
197,0.554,29.33,22.07,0.0439,0.8536,0.4982
174,0.7974,2.21,15.09,0.0813,0.1124,0.6096
85,0.7813,60.29,12.26,0.1711,0.6377,0.5165
175,0.7626,68.57,29.1,0.1159,0.1878,0.4029
64,0.3748,45.53,49.07,0.1344,0.2728,0.3562
6,0.4696,6.96,35.26,0.3424,0.4818,0.4943
147,0.4829,14.11,37.24,0.175,0.5378,0.564
159,0.5298,1.91,48.94,0.2209,0.0939,0.4967
43,1.0,57.88,17.24,0.2611,0.1681,0.6182
42,0.8264,37.84,24.85,0.3484,0.4839,0.6977
90,1.0,64.36,27.6,0.3158,0.7109,0.7193
81,0.5478,95.87,4.09,0.1458,0.3153,0.3925
99,0.4943,5.76,35.44,0.2818,0.5594,0.4595
129,0.7102,29.08,18.11,0.2877,0.7724,0.5635
13,0.6858,29.94,16.15,0.1588,0.7494,0.4982
31,0.6713,9.64,18.84,0.1173,0.6326,0.6012
86,0.6366,1.38,15.3,0.1994,0.7539,0.5677
51,0.7041,9.18,13.32,0.2675,0.2146,0.5614
115,0.4759,18.57,21.53,0.283,0.6773,0.5062
14,0.9184,8.72,25.7,0.1523,0.4647,0.7646
66,0.7139,11.64,20.56,0.338,0.5928,0.6424
146,0.8023,39.22,22.48,0.3481,0.8368,0.5707
15,1.0,40.69,35.77,0.1858,0.7733,0.6882
158,0.7852,22.96,22.46,0.442,0.7436,0.6687
144,0.8022,22.24,17.49,0.5022,0.6482,0.6314
179,0.7089,4.86,8.09,0.1645,0.6554,0.5245
72,0.7256,19.77,60.59,0.4883,0.381,0.6859
73,0.4751,14.55,55.7,0.2801,0.3964,0.4277
140,0.4109,149.16,44.09,0.4505,0.6388,0.4615
138,0.6319,50.41,25.65,0.1967,0.517,0.4954
59,0.8316,4.91,14.93,0.1619,0.0202,0.7779
3,0.5215,26.92,5.3,0.102,0.4823,0.4879
147,0.9858,90.21,75.97,0.3411,0.6428,0.7427
94,0.9361,3.96,13.4,0.3694,0.0054,0.5959
44,0.6442,1.79,4.23,0.2774,0.5712,0.5508
153,0.4995,58.11,7.61,0.2195,0.5329,0.4978
173,0.664,7.43,51.71,0.5092,0.9094,0.7116
88,0.6012,25.28,33.67,0.1474,0.3023,0.5555
125,0.6396,90.75,42.14,0.3587,0.2454,0.5049
105,0.8743,8.98,18.55,0.6054,0.5861,0.7505
100,0.8117,75.53,11.98,0.0821,0.1129,0.5334
11,0.4174,12.21,24.61,0.3427,0.8015,0.4151
25,0.7955,7.46,39.11,0.2837,0.2064,0.6589
104,0.3987,4.24,25.89,0.0589,0.3542,0.4379
137,0.8105,5.17,18.87,0.6354,0.3055,0.7922
19,0.9549,11.06,21.51,0.3617,0.7552,0.8885
151,0.5301,32.86,35.31,0.4751,0.6083,0.5051
76,0.8476,16.48,31.65,0.124,0.2282,0.6279
152,0.9407,59.17,22.81,0.127,0.2789,0.6276
105,0.43,33.94,28.84,0.1303,0.7243,0.4194
50,0.6684,16.51,21.03,0.08,0.725,0.5458
97,0.3155,0.29,14.61,0.2245,0.3835,0.4156
41,0.4909,15.91,25.33,0.5123,0.5226,0.5151
118,0.3901,11.66,10.92,0.2455,0.7474,0.4371
18,0.5788,2.5,16.19,0.2767,0.4894,0.5719
137,0.5261,50.97,26.12,0.346,0.4853,0.5214
139,0.2378,25.38,37.21,0.3412,0.6361,0.4326
146,0.2386,32.07,45.31,0.4997,0.4575,0.427
46,0.4082,0.48,6.87,0.3182,0.7372,0.4606
66,0.7627,19.53,21.34,0.1349,0.6076,0.6478
177,0.3311,8.01,8.62,0.3452,0.6196,0.5429
169,0.3688,24.83,28.23,0.288,0.1337,0.4458
125,0.7901,24.11,17.95,0.4795,0.6328,0.685
26,0.6759,80.93,34.98,0.3849,0.5054,0.4999
152,0.8201,6.14,16.63,0.2145,0.6701,0.688
31,0.3574,5.48,2.2,0.0937,0.085,0.4174
63,0.5732,7.07,5.5,0.2678,0.3086,0.4352
9,0.717,3.75,30.62,0.5545,0.5576,0.5991
125,0.817,107.65,30.91,0.2342,0.5617,0.5493
131,0.8215,26.47,51.03,0.3931,0.8139,0.6971
113,0.9055,28.74,5.62,0.3085,0.8312,0.6878
89,0.4604,6.92,7.26,0.1162,0.5891,0.416
72,0.8804,127.34,26.7,0.3332,0.3075,0.608
76,0.6186,122.81,14.23,0.1382,0.6027,0.3347
63,0.5388,29.43,10.73,0.2283,0.7741,0.468
30,0.7948,43.74,12.66,0.1808,0.5223,0.5733
85,0.6921,34.36,22.77,0.2506,0.1184,0.5714
198,0.6628,14.55,33.0,0.3613,0.6639,0.5857
127,0.7095,18.05,25.88,0.3233,0.6615,0.6526
162,0.7326,17.23,11.25,0.2774,0.23,0.5429
181,0.6176,1.91,34.68,0.3103,0.2561,0.6851
167,0.7365,24.1,32.43,0.0894,0.3705,0.5802
98,0.3264,8.98,5.84,0.5887,0.5666,0.452
7,0.4014,19.26,18.66,0.1289,0.6116,0.462
87,0.7642,1.48,6.57,0.4721,0.5837,0.6768
116,0.9316,17.15,10.96,0.2597,0.497,0.7166
45,0.7374,3.81,40.9,0.0979,0.6599,0.7012
17,0.6639,32.27,48.32,0.2932,0.5664,0.5674
61,0.6465,36.25,7.53,0.1838,0.4265,0.5702
173,0.5343,17.13,25.45,0.0987,0.7106,0.5831
22,0.7919,43.07,38.03,0.3866,0.5571,0.6433
195,0.4869,57.18,51.04,0.6571,0.5613,0.5267
37,0.5398,2.06,7.75,0.4611,0.8027,0.5217
86,0.3781,30.59,12.05,0.1055,0.4897,0.3602
197,0.4639,2.03,11.33,0.2687,0.8236,0.5692
15,0.5781,13.08,40.75,0.0678,0.2297,0.4979
27,0.6242,18.72,9.4,0.3519,0.1301,0.5085
132,0.8085,33.37,33.77,0.1632,0.5095,0.7356
144,0.9074,46.41,4.95,0.2432,0.6927,0.6785
15,0.8184,9.81,27.27,0.7451,0.5605,0.778
34,0.51,6.3,13.95,0.179,0.881,0.4288
96,0.6661,29.88,36.2,0.1823,0.1749,0.6562
153,0.461,81.46,37.38,0.3912,0.358,0.4449
37,0.6384,8.82,14.6,0.3052,0.6023,0.6696
63,0.8445,66.85,13.68,0.0649,0.4516,0.5376
107,0.5779,18.08,68.4,0.2334,0.7619,0.6224
125,0.3899,6.6,31.99,0.1302,0.3826,0.445
48,0.7413,10.58,18.42,0.438,0.9031,0.6421
0,0.4906,13.75,16.31,0.093,0.717,0.5286
43,0.4943,14.28,38.53,0.1037,0.4872,0.5082
40,0.7231,48.09,39.51,0.2848,0.1913,0.5534
25,0.556,7.29,26.99,0.7522,0.6173,0.5685
159,0.5543,12.14,15.82,0.0511,0.7099,0.4416
20,0.6665,6.37,30.33,0.1958,0.4316,0.5877
119,0.9751,10.93,43.83,0.3295,0.2809,0.6854
163,0.8325,27.89,40.83,0.2375,0.4592,0.639
10,0.761,25.98,9.77,0.4719,0.75,0.6008
105,0.6076,26.06,10.03,0.1017,0.7472,0.4347
22,0.362,67.27,15.75,0.3783,0.7017,0.4078
179,0.7753,40.45,27.11,0.1915,0.282,0.5793
120,0.7238,48.56,28.43,0.3047,0.3131,0.6718
144,0.291,14.26,31.8,0.4647,0.6818,0.4597
122,0.4764,7.95,41.53,0.1382,0.698,0.5474
132,0.8719,12.61,8.52,0.0436,0.2425,0.6442
94,0.914,61.03,5.8,0.0845,0.4464,0.5967
85,0.5463,9.15,5.98,0.4272,0.9942,0.5557
129,0.5958,4.34,9.55,0.2804,0.7216,0.5061
111,0.6993,17.89,10.66,0.389,0.9565,0.725
27,0.468,29.09,3.69,0.4422,0.2138,0.3748
185,0.6584,2.89,31.88,0.1393,0.4477,0.6087
181,0.4892,63.46,7.0,0.2318,0.4682,0.3372
96,0.8193,1.24,36.54,0.1913,0.2934,0.6458
31,0.5458,33.79,32.22,0.1894,0.1299,0.4854
183,0.4258,70.76,7.27,0.1062,0.6263,0.4116
15,0.4662,11.14,9.41,0.236,0.5206,0.507
175,0.733,90.04,25.63,0.2368,0.8151,0.5962
176,0.8259,39.88,38.4,0.1469,0.609,0.6459
66,0.5408,5.85,11.26,0.1642,0.3932,0.5282
21,0.6679,13.75,0.22,0.1835,0.4959,0.5488
160,0.6538,13.55,26.72,0.1347,0.0949,0.5997
5,0.6427,17.36,27.68,0.3114,0.5069,0.6254
7,1.0,15.41,21.4,0.2036,0.4622,0.734
109,0.7809,26.5,43.6,0.6222,0.6006,0.7444
163,0.7861,10.94,21.79,0.3299,0.3686,0.6624
111,0.4162,4.54,14.84,0.116,0.3024,0.4238
97,0.6373,6.49,40.64,0.4645,0.5319,0.5437
177,0.715,21.61,33.48,0.278,0.3326,0.6455
186,0.798,5.1,17.24,0.3747,0.0367,0.6086
137,0.3179,2.36,8.73,0.0889,0.5488,0.4254
196,0.7093,16.53,7.51,0.2291,0.6455,0.6544
97,0.7115,20.28,25.91,0.4943,0.4404,0.6673
133,0.4714,14.29,38.03,0.1834,0.7049,0.4583
145,0.4053,53.68,40.81,0.4706,0.4301,0.3831
114,0.8824,66.69,3.11,0.1418,0.7124,0.5718
55,0.5566,108.29,28.72,0.2968,0.6113,0.5612
117,0.3404,3.05,26.55,0.2305,0.2449,0.4089
29,0.6552,124.37,20.08,0.3879,0.6848,0.5373
185,0.6031,12.19,9.08,0.1291,0.4165,0.552
78,0.4987,22.58,11.63,0.2053,0.9601,0.4736
129,0.6947,21.34,6.55,0.1002,0.4109,0.4462
10,0.5088,0.58,10.14,0.2405,0.7737,0.5756
38,0.4995,3.21,14.1,0.434,0.576,0.5375
151,0.5824,26.77,0.99,0.6106,0.7494,0.6074
123,0.8829,19.63,1.82,0.0905,0.7487,0.7072
102,0.7936,7.11,13.28,0.2541,0.3247,0.6022
164,0.7404,9.87,11.93,0.134,0.752,0.588
114,0.3782,44.61,18.22,0.2638,0.3026,0.404
125,0.9263,3.22,8.44,0.165,0.4187,0.6421
78,0.8554,24.65,14.02,0.373,0.3295,0.5629
151,0.8778,4.28,3.69,0.2984,0.4533,0.6288
177,0.8471,16.22,19.47,0.2685,0.8649,0.693
117,0.4835,22.02,21.69,0.3352,0.6863,0.5347
180,0.9271,9.03,20.11,0.5386,0.5935,0.7581
67,0.9424,31.09,20.84,0.4475,0.8849,0.8011
100,0.4113,18.61,47.65,0.5986,0.4001,0.5586
13,0.5515,48.65,6.84,0.1916,0.6896,0.3863
3,0.6568,29.52,19.79,0.3015,0.496,0.5618
54,0.7027,1.43,18.01,0.3081,0.7656,0.6513
19,0.4119,9.66,18.34,0.0398,0.5788,0.3605
29,0.8542,2.97,47.09,0.1289,0.4022,0.6899
193,0.6134,54.6,16.66,0.4841,0.2213,0.5392
135,0.4226,60.7,25.0,0.5394,0.7688,0.4372
191,0.9056,9.83,9.32,0.1252,0.3033,0.6124
182,0.6798,9.6,4.81,0.112,0.3819,0.5348
130,0.6081,40.01,12.22,0.2149,0.5843,0.5549
115,0.4934,8.92,8.12,0.0914,0.3635,0.4642
88,0.9943,9.57,15.94,0.1844,0.6453,0.685
150,0.6202,24.47,6.17,0.3498,0.5589,0.5303
62,0.4206,46.28,19.54,0.3571,0.7221,0.4794
26,0.7952,7.56,14.7,0.3999,0.3213,0.67
18,0.428,42.19,9.84,0.594,0.9602,0.5206
77,0.3326,117.93,12.95,0.2334,0.6692,0.2673
125,0.6377,18.53,11.58,0.2294,0.9289,0.5768
98,0.792,88.37,22.38,0.0441,0.2372,0.5806
178,0.7519,71.74,20.77,0.3415,0.8646,0.5138
17,0.7616,23.02,20.47,0.4146,0.1987,0.6047
156,0.3247,0.37,31.24,0.3619,0.646,0.5327
85,0.7266,3.48,22.27,0.2237,0.8361,0.5989
52,0.6224,5.67,27.5,0.5158,0.4448,0.6459
29,0.719,19.26,8.4,0.2939,0.3272,0.5307
25,0.3675,51.11,2.9,0.0515,0.7267,0.2929
183,0.717,36.38,10.87,0.2778,0.6083,0.5157
134,0.4329,54.02,21.91,0.6648,0.5345,0.4635
54,0.8613,34.72,27.65,0.3441,0.2554,0.6482
117,0.5629,72.68,27.18,0.5527,0.2185,0.379
199,0.5411,3.29,18.57,0.4087,0.9463,0.6299
90,0.6095,29.34,10.36,0.5708,0.4834,0.6066
193,0.3011,6.98,12.25,0.3374,0.8267,0.4925
39,0.5191,9.13,42.64,0.0859,0.5256,0.5685
190,0.7575,31.53,15.96,0.2872,0.5374,0.6475
99,0.7988,14.76,28.92,0.3362,0.3366,0.6729
127,0.5095,34.75,0.85,0.1934,0.1363,0.5002
111,0.9003,3.08,1.6,0.3263,0.2932,0.6601
76,0.6362,33.98,37.47,0.4412,0.6747,0.6069
70,0.5974,51.02,55.29,0.3648,0.4184,0.632
145,0.4935,41.22,35.9,0.4995,0.708,0.6263
158,0.7715,25.97,28.24,0.3998,0.0201,0.5886
4,0.9404,45.75,13.24,0.2288,0.3893,0.6329
156,0.3989,5.76,5.35,0.338,0.2658,0.4744
1,0.6907,5.71,3.92,0.0468,0.3745,0.5592
112,0.9358,49.34,14.5,0.2385,0.5852,0.687
78,1.0,4.46,23.18,0.2064,0.5159,0.6827
48,0.6327,16.61,40.82,0.2935,0.6948,0.544
85,0.6509,11.62,33.2,0.1834,0.4944,0.642
129,0.3016,70.32,15.49,0.4356,0.1684,0.4339
54,0.4111,14.52,74.14,0.0863,0.1523,0.5084
137,0.8373,3.08,18.9,0.3114,0.4872,0.7319
44,0.8266,28.36,51.6,0.1119,0.7656,0.6519
120,0.4942,4.38,30.31,0.2628,0.5161,0.4571
154,0.7974,11.53,9.17,0.3511,0.7167,0.6355
168,0.8896,33.82,26.04,0.2514,0.389,0.611
36,0.4176,0.08,15.22,0.434,0.3708,0.4346
72,0.6409,9.86,27.07,0.5291,0.8677,0.7578
148,0.5528,0.09,3.26,0.1163,0.8944,0.4267
176,0.7927,7.2,6.11,0.0891,0.0611,0.6736
106,0.8955,26.38,42.92,0.2117,0.6303,0.6786
45,0.8453,8.65,55.57,0.1775,0.769,0.7607
119,0.4363,13.27,5.69,0.3121,0.5375,0.3856
146,0.5404,81.67,37.83,0.1935,0.8715,0.5251
47,0.8389,1.2,7.05,0.2109,0.474,0.6246
124,0.3332,1.05,22.33,0.1677,0.521,0.4236
144,0.5744,26.13,23.04,0.5256,0.4625,0.6054
35,0.5319,92.96,1.27,0.2273,0.5215,0.4129
132,0.7559,0.27,9.64,0.4878,0.5956,0.6886
34,0.7534,35.12,9.36,0.4095,0.3187,0.5661
170,0.7393,7.39,9.07,0.3962,0.4048,0.585
147,0.9689,25.25,14.32,0.4046,0.2123,0.6612
198,0.8646,10.42,1.12,0.1097,0.3931,0.6585
44,0.7332,24.41,11.51,0.3257,0.8612,0.6173
45,0.5647,88.84,31.2,0.1158,0.5268,0.4595
123,0.9283,9.89,16.6,0.3739,0.8943,0.769
182,0.4669,4.1,64.92,0.0485,0.6509,0.4999
63,0.8774,9.64,23.95,0.4318,0.2935,0.6778
24,0.8242,20.29,22.19,0.0407,0.4315,0.6014
149,0.5892,14.5,5.68,0.2474,0.5244,0.5384
172,0.4826,14.03,15.48,0.1479,0.2577,0.478
13,0.3718,14.99,3.21,0.0835,0.4722,0.3318
49,0.7109,107.17,24.83,0.0833,0.8256,0.5986
104,0.8798,61.24,15.2,0.4742,0.0778,0.6332
62,0.9017,12.08,34.9,0.3452,0.5944,0.7862
28,0.697,53.32,39.24,0.247,0.5169,0.5626
71,0.6718,65.09,57.31,0.1183,0.6656,0.4828
49,0.589,16.69,3.2,0.2599,0.7425,0.5977
164,0.4104,11.63,22.62,0.5049,0.3518,0.5507
113,0.8177,14.97,8.15,0.3833,0.3962,0.5749
29,0.775,65.86,37.65,0.3289,0.1249,0.6365
67,0.8249,13.72,21.52,0.4182,0.6142,0.6789
50,0.8669,21.13,32.28,0.2171,0.2893,0.7458
33,0.6475,78.94,30.13,0.1302,0.5596,0.5493
22,0.7518,28.55,23.15,0.0581,0.2444,0.5037
194,0.7123,40.54,30.15,0.252,0.4378,0.503
149,0.372,8.45,27.11,0.3865,0.6579,0.4379
103,0.8831,29.97,14.36,0.3566,0.4966,0.6722
158,1.0,2.78,39.49,0.2589,0.4461,0.8652
125,0.9594,3.7,15.11,0.4344,0.8983,0.7481
84,0.5101,14.49,18.61,0.0734,0.1034,0.5395
164,0.472,18.92,22.39,0.2238,0.6299,0.5149
62,0.7297,14.93,0.74,0.2816,0.7552,0.6106
99,0.9241,56.58,17.54,0.2703,0.903,0.6877
14,0.6113,36.21,51.53,0.1047,0.6388,0.479
77,0.6151,105.6,17.7,0.1587,0.1087,0.453
100,0.5841,16.16,20.36,0.4529,0.7257,0.5413
29,0.7201,5.67,5.02,0.1786,0.3641,0.5778
106,0.6335,7.23,1.83,0.4931,0.8145,0.5286
153,0.8003,4.67,0.86,0.09,0.5718,0.6812
21,0.6588,1.91,21.92,0.2995,0.6584,0.5498
52,0.5693,8.12,29.49,0.6041,0.5608,0.5111
166,1.0,0.85,22.92,0.1678,0.4368,0.7681
27,0.4888,11.64,22.78,0.518,0.5392,0.5782
176,0.5922,8.43,6.89,0.1668,0.6827,0.4489
128,0.4831,3.55,22.04,0.6095,0.5884,0.5629
177,0.9474,6.2,17.18,0.1821,0.3625,0.6624
176,0.3933,98.2,11.35,0.3085,0.3474,0.3252
134,0.4737,20.74,6.37,0.2984,0.3409,0.5145
59,0.6641,11.36,27.75,0.2542,0.2051,0.6439
85,0.4274,19.34,7.82,0.5046,0.5352,0.5774
157,0.5075,27.66,15.46,0.1345,0.7762,0.614
180,0.8945,30.53,32.68,0.1935,0.2425,0.6718
196,0.9236,11.92,42.54,0.3553,0.4784,0.7426
122,0.5501,6.04,53.7,0.2553,0.5822,0.5931
64,0.955,21.73,9.54,0.3453,0.332,0.7235
173,0.7283,18.37,27.18,0.4576,0.3274,0.7525
129,0.8603,13.61,11.67,0.0811,0.7569,0.6231
159,0.7888,1.83,32.88,0.5312,0.6426,0.747
104,0.7153,7.95,15.03,0.3234,0.6101,0.6103
94,0.6813,16.37,5.87,0.2201,0.5815,0.5164
79,0.5622,35.68,7.34,0.1483,0.0473,0.4064
176,0.7801,8.89,5.87,0.4518,0.9077,0.6721
108,0.9687,2.43,3.44,0.1242,0.6471,0.7242
159,0.7303,15.93,10.95,0.059,0.5018,0.6009
113,0.637,1.37,57.18,0.4828,0.5177,0.6529
160,0.4402,1.48,37.06,0.4078,0.4529,0.4976
56,0.5041,29.58,11.11,0.177,0.7711,0.4766
166,0.385,12.61,2.58,0.3359,0.7132,0.4956
188,0.8882,16.25,9.98,0.4054,0.741,0.7058
189,1.0,5.22,16.14,0.7341,0.4301,0.8708
85,0.6877,40.69,15.7,0.2742,0.7101,0.527
180,0.4629,24.94,5.65,0.5288,0.017,0.4495
22,0.5313,1.71,52.18,0.0847,0.4126,0.4882
45,0.6202,1.14,18.39,0.3553,0.78,0.561
133,0.5359,13.37,63.48,0.3887,0.5465,0.6528
59,0.4142,82.26,20.54,0.6144,0.158,0.3882
63,0.6008,88.19,53.28,0.4089,0.1732,0.4979
1,0.4575,34.1,44.8,0.3056,0.526,0.4418
48,0.5754,21.72,15.49,0.1859,0.7446,0.5178
49,0.8071,22.6,30.03,0.2455,0.5812,0.6623
133,0.9059,43.26,29.56,0.4145,0.8239,0.7435
70,0.3332,59.83,37.29,0.0086,0.8208,0.3506
78,0.9421,68.62,28.11,0.154,0.5518,0.7227
1,0.399,8.95,20.13,0.2181,0.296,0.3103
74,0.804,28.18,0.7,0.6112,0.6284,0.6527
127,0.8871,75.81,5.36,0.4176,0.5156,0.7073
8,0.5598,10.55,27.87,0.202,0.486,0.5828
67,0.496,31.16,8.23,0.3936,0.4773,0.5506
119,0.6424,9.06,22.83,0.2265,0.5828,0.6283
179,0.5445,0.68,19.24,0.5244,0.5417,0.6206
130,0.5112,8.73,23.53,0.5276,0.6592,0.5414
137,0.6316,1.92,20.66,0.1494,0.6101,0.6266
82,0.9283,51.11,2.67,0.0585,0.7469,0.6222
64,0.624,13.43,33.14,0.1982,0.8039,0.6199
69,0.7594,92.35,18.9,0.2418,0.3358,0.5162
96,0.7616,7.4,2.49,0.3771,0.6235,0.6046
28,0.4287,7.92,43.48,0.7559,0.9732,0.6258
101,0.5884,75.7,32.0,0.2515,0.6281,0.476
44,0.537,72.66,19.45,0.1789,0.4771,0.4986
39,0.8774,4.29,35.04,0.5094,0.3625,0.7888
7,0.4712,14.74,4.31,0.4399,0.2958,0.4831
0,0.7979,2.02,31.75,0.2213,0.1773,0.5855
160,0.5867,22.08,21.88,0.7367,0.6845,0.57
164,0.6502,12.51,25.92,0.5187,0.7793,0.7595
42,0.5101,29.79,8.81,0.1149,0.3524,0.4068
120,0.9189,4.97,32.08,0.0438,0.76,0.6636
79,0.551,30.75,54.83,0.269,0.4953,0.5374
88,0.4721,37.21,43.07,0.256,0.8634,0.5085
95,0.5027,59.97,1.03,0.1439,0.5773,0.3417
52,1.0,20.5,15.49,0.3365,0.1722,0.6628
77,0.6882,14.97,32.74,0.3977,0.6156,0.6602
185,0.3725,15.47,2.94,0.1677,0.1065,0.411
2,0.6653,9.36,1.41,0.0196,0.2056,0.5379
192,0.4853,61.52,16.02,0.2777,0.5644,0.4165
95,0.516,4.23,2.95,0.349,0.2198,0.5269
141,0.8935,4.74,17.29,0.0779,0.4818,0.7325
133,0.5987,58.18,33.01,0.1886,0.2281,0.4862
174,0.6619,6.72,10.43,0.1612,0.498,0.5116
41,0.7272,13.57,31.73,0.193,0.3824,0.6641
178,0.5575,6.41,24.62,0.2247,0.4922,0.5572
69,0.6147,14.24,17.79,0.1282,0.617,0.5633
